mc_mean_daily_return,mc_avg_final_pnl,mc_p5_final_pnl,mc_p95_final_pnl,mc_median_final_pnl,full_pro_mean,full_anti_mean,full_pro_pct_rank,full_anti_pct_rank
-3.862326444262695e-05,-0.15897274532158046,-702.6065808868392,725.8288305664078,-2.3791406249983993,-0.0009818411192184415,0.0002788711449383648,0.27999999999999997,99.69
