n,pearson_r,pearson_p,spearman_rho,spearman_p,ols_alpha,ols_beta,ols_alpha_p,ols_beta_p,ols_r_squared
66,0.06827367401246423,0.5859622486001689,0.07304039244337754,0.5600112925409526,-0.00024931720201073793,0.0549403060704956,0.7927335634440751,0.5844650651872257,0.004661294563160223
